Date,Open,High,Low,Close,Volume
2010-07-26 00:00:00+05:30,218.62279167285442,219.42451595891828,215.89900943369219,216.48487854003906,9113728
2010-07-27 00:00:00+05:30,217.66686856385766,218.13967780204558,216.07371207176243,216.56707763671875,12133425
2010-07-28 00:00:00+05:30,218.52003053442806,220.70934841836768,209.2694207727134,209.93751525878906,52927114
2010-07-29 00:00:00+05:30,211.42785231620635,211.42785231620635,207.21369540267995,207.65567016601562,46281590
2010-07-30 00:00:00+05:30,208.64242888958148,209.75249816516177,207.05953657447546,207.5529022216797,19242072
2010-08-02 00:00:00+05:30,208.85827644188515,210.05058479550235,207.91265778031598,208.56019592285156,12676917
2010-08-03 00:00:00+05:30,209.50579770348958,211.92123498977423,208.44711930785513,211.27369689941406,20104173
2010-08-04 00:00:00+05:30,211.32508012973867,211.94178370423498,208.14904505694443,208.8685302734375,18318233
2010-08-05 00:00:00+05:30,209.67025075046763,210.4411267740778,206.60726181651012,207.01840209960938,18308022
2010-08-06 00:00:00+05:30,207.39871826804455,207.64539421673751,205.26080515597448,205.58970642089844,19955917
2010-08-09 00:00:00+05:30,205.56917114224044,206.80259217955654,203.92462348166978,204.25352478027344,22253619
2010-08-10 00:00:00+05:30,203.71901648663732,206.06250650711937,202.75284161904918,203.08175659179688,19989721
2010-08-11 00:00:00+05:30,203.47233511692556,204.52073526908296,201.47831645056442,202.1258544921875,21917268
2010-08-12 00:00:00+05:30,201.45779259080868,202.12588706769557,199.40209088785423,199.9365692138672,24910354
2010-08-13 00:00:00+05:30,199.50485028922824,204.29461175124607,199.50485028922824,201.27273559570312,30512197
2010-08-16 00:00:00+05:30,201.45776923463458,203.9040409411484,200.4299253635799,200.82049560546875,14028775
2010-08-17 00:00:00+05:30,201.45777724960186,202.47534299687996,199.4020757031911,199.53570556640625,14788743
2010-08-18 00:00:00+05:30,200.0187940092388,200.84106090931917,197.00719568879632,198.29200744628906,24859327
2010-08-19 00:00:00+05:30,198.10699857076338,202.46506387246976,198.10699857076338,200.88217163085938,20662946
2010-08-20 00:00:00+05:30,200.88214810271973,204.212369107302,199.91597329652964,203.2359161376953,20996195
2010-08-23 00:00:00+05:30,203.9348754339291,203.9348754339291,200.5532633347027,200.82049560546875,13543428
2010-08-24 00:00:00+05:30,200.82050906780918,201.66334603868063,198.84704650748736,199.89544677734375,19276160
2010-08-25 00:00:00+05:30,199.40206679051784,201.01579346151027,198.47700456660954,198.94981384277344,18620473
2010-08-26 00:00:00+05:30,199.4020741409013,200.01879146125074,196.3288205938072,196.6166229248047,27834839
2010-08-27 00:00:00+05:30,197.1202744131981,197.53140101280465,194.5814853255276,195.20848083496094,24315870
2010-08-30 00:00:00+05:30,195.72237772520293,198.3330999107244,194.26283731608945,194.8692626953125,11908601
2010-08-31 00:00:00+05:30,194.19088843207865,195.28040121669576,188.0957590358449,188.9591522216797,46605039
2010-09-01 00:00:00+05:30,190.16174285439712,194.01616434322824,189.32918408028522,192.45384216308594,27886811
2010-09-02 00:00:00+05:30,194.26284255868046,194.60202196904356,192.41271815754786,192.71078491210938,17699285
2010-09-03 00:00:00+05:30,193.235031078376,193.56393237986762,189.9870346685235,190.29537963867188,14440305
2010-09-06 00:00:00+05:30,191.37461732688865,196.8735865964158,189.59643987667428,195.83546447753906,33928353
2010-09-07 00:00:00+05:30,196.31853024525634,199.34039278186387,195.9073899647117,197.81918334960938,28379708
2010-09-08 00:00:00+05:30,196.33908271504203,198.31254504486503,195.70182284010357,197.26414489746094,11632859
2010-09-09 00:00:00+05:30,197.9528305998476,198.8265021180348,196.35967376948815,197.04832458496094,10114309
2010-09-13 00:00:00+05:30,199.81324834503693,204.64412374640165,198.4462110552859,204.0274200439453,27474309
2010-09-14 00:00:00+05:30,204.64411022954283,206.1858762451084,202.35202439876005,203.1331787109375,19472955
2010-09-15 00:00:00+05:30,203.30789751598348,209.4133060062071,203.30789751598348,208.42657470703125,33554695
2010-09-16 00:00:00+05:30,208.05653530847576,208.72464345041533,204.9935599321731,205.64109802246094,18540979
2010-09-17 00:00:00+05:30,206.59700551800324,212.02404136227352,206.59700551800324,211.1914825439453,31955142
2010-09-20 00:00:00+05:30,211.53064348567165,214.60389671814474,209.9066387568609,214.07969665527344,30419766
2010-09-21 00:00:00+05:30,214.203071690746,215.53927434928494,210.71867759124308,212.794921875,21351925
2010-09-22 00:00:00+05:30,212.55851677563652,214.55253566841665,208.6527043097758,209.69082641601562,25872625
2010-09-23 00:00:00+05:30,209.69083003695647,210.50281880552737,204.74688165696716,205.08607482910156,23030491
2010-09-24 00:00:00+05:30,205.56916254038137,207.41928715767997,203.94517127892792,205.90835571289062,22669074
2010-09-27 00:00:00+05:30,207.21370164913492,209.65997330557647,206.61754068921272,207.66595458984375,16465376
2010-09-28 00:00:00+05:30,207.2753783414049,208.03597623189367,204.13016396758124,205.26080322265625,19682506
2010-09-29 00:00:00+05:30,205.56916499004558,207.41928962939116,204.54132101763514,205.3636016845703,17790040
2010-09-30 00:00:00+05:30,205.9802915224693,205.9802915224693,201.06719162562635,202.94815063476562,28981699
2010-10-01 00:00:00+05:30,203.92459351969478,207.62482864294466,203.51345323433026,207.19314575195312,19104034
2010-10-04 00:00:00+05:30,208.64243909843108,210.87285592382335,208.64243909843108,209.23858642578125,21163057
2010-10-05 00:00:00+05:30,208.8582566227231,212.1062526376208,207.41927243612446,210.4719696044922,22938984
2010-10-06 00:00:00+05:30,211.736240299223,215.23091251282224,211.10925850166245,214.8094940185547,28137687
2010-10-07 00:00:00+05:30,214.8094360057675,217.02958769432826,212.25010495837424,213.6171417236328,31547758
2010-10-08 00:00:00+05:30,215.169239826387,216.83435744453016,211.84929647760552,215.77566528320312,20865341
2010-10-11 00:00:00+05:30,217.08102264776434,220.42152216099853,216.48487538547576,219.79454040527344,25796876
2010-10-12 00:00:00+05:30,219.54784792638333,219.83565025062464,215.0561666039536,216.99879455566406,13979878
2010-10-13 00:00:00+05:30,217.1016043125878,220.78129740556165,216.81381567359526,220.58599853515625,23967306
2010-10-14 00:00:00+05:30,220.9868475257753,222.32305015173375,216.71100735621832,217.69773864746094,24414709
2010-10-15 00:00:00+05:30,217.9033032263527,219.5478507103279,212.88740801357372,213.86386108398438,11601973
2010-10-18 00:00:00+05:30,214.25443825859773,218.9208620085595,212.40431382125553,215.32339477539062,22209315
2010-10-19 00:00:00+05:30,218.93115378804015,219.69176542758882,213.637747973121,214.69642639160156,18579617
2010-10-20 00:00:00+05:30,213.66857688762423,218.80781009647305,213.38077455848253,215.7345428466797,18232837
2010-10-21 00:00:00+05:30,216.25873679640236,223.62840010914277,215.6831458770395,222.35386657714844,37273145
2010-10-22 00:00:00+05:30,223.13503803549892,224.8515326565275,220.853216927873,222.38470458984375,19627279
2010-10-25 00:00:00+05:30,223.6592617432425,226.51667408086513,223.24812140165773,224.14234924316406,18019151
2010-10-26 00:00:00+05:30,224.2553791769536,226.32134505250605,223.47421125979685,225.8896484375,15444185
2010-10-27 00:00:00+05:30,225.7149464744489,228.18177476587516,222.68280536743788,224.63571166992188,21946562
2010-10-28 00:00:00+05:30,226.00272266803324,226.3110675921997,220.904602307477,222.42581176757812,36188021
2010-10-29 00:00:00+05:30,223.59755639592075,227.60615006021436,222.11745964037317,225.35516357421875,29722655
2010-11-01 00:00:00+05:30,230.44302119981396,231.24474552367312,223.91620796024642,224.72821044921875,30509287
2010-11-02 00:00:00+05:30,225.1804737271281,225.1804737271281,220.02068365684812,220.95602416992188,20360675
2010-11-03 00:00:00+05:30,222.42583155453516,223.02197885013896,218.44807189880294,218.99282836914062,19939993
2010-11-04 00:00:00+05:30,221.5829916096925,227.56506198332937,220.9868443220669,227.16419982910156,24311819
